avg_data_usage_gb,pct_video_usage,avg_call_duration,sms_freq,monthly_spend,topup_freq,travel_score,complaint_count,plan_type_Prepaid,device_brand_Huawei,device_brand_Oppo,device_brand_Realme,device_brand_Samsung,device_brand_Vivo,device_brand_Xiaomi,target
-1.0616214278445322,2.0467198321915085,-0.4864887978528823,-0.5215466640354471,-0.8605498449812002,0.5932833522120801,0.013841704963858698,-0.6996822883585068,0.7968557457268586,-0.4098558610988652,-0.39975060490724573,2.3769943437625383,-0.40866261975099527,-0.40267367200868187,-0.41444471724657367,3
-1.159227332739618,-1.5072414459422083,-0.14744016477147578,-1.5528166490495716,-1.011678630904955,0.008441266666186017,-1.055531169201905,-0.6996822883585068,-1.254932282740638,-0.4098558610988652,-0.39975060490724573,-0.4206993603598999,-0.40866261975099527,2.4834005039655027,-0.41444471724657367,3
-0.6473914899970942,-0.4549854325407719,-1.2096494899315784,-0.5215466640354471,-0.45034314033100864,2.3478096088497624,0.7626913173665961,-0.6996822883585068,-1.254932282740638,-0.4098558610988652,-0.39975060490724573,-0.4206993603598999,-0.40866261975099527,-0.40267367200868187,2.412867044472545,3
-0.15222007004153615,0.08726675668091655,-0.7053682951586004,-1.8106341453031027,-0.9253193246628094,0.5932833522120801,0.1259339210836803,-0.6996822883585068,0.7968557457268586,-0.4098558610988652,-0.39975060490724573,-0.4206993603598999,-0.40866261975099527,-0.40267367200868187,-0.41444471724657367,3
-0.9640155229494461,-0.7726717601509872,0.16371206179057432,1.5409933059928016,-0.8173701918601274,1.1781254377579742,1.2989356296568735,-0.6996822883585068,0.7968557457268586,2.4398821510540274,-0.39975060490724573,-0.4206993603598999,-0.40866261975099527,-0.40267367200868187,-0.41444471724657367,3
-0.6331076990368377,0.3868840594529986,-0.7976410244149326,0.5097233209786772,-1.2059870699497826,0.008441266666186017,0.5677845349254848,-0.6996822883585068,0.7968557457268586,-0.4098558610988652,2.5015596917784033,-0.4206993603598999,-0.40866261975099527,-0.40267367200868187,-0.41444471724657367,7
0.9309674111112467,-0.13866707695439456,0.19804610058362818,-1.0371816565425094,0.6507380142563477,1.1781254377579742,0.16415057710470368,0.7198808009404033,0.7968557457268586,-0.4098558610988652,2.5015596917784033,-0.4206993603598999,-0.40866261975099527,-0.40267367200868187,-0.41444471724657367,1
1.8927426691018499,0.32108028422997553,-0.5422816108915949,-0.263729167781916,1.5143310766778035,0.5932833522120801,0.03807949782329128,2.1394438902393134,-1.254932282740638,-0.4098558610988652,2.5015596917784033,-0.4206993603598999,-0.40866261975099527,-0.40267367200868187,-0.41444471724657367,1
-1.1211372235122674,-0.9230008985227883,0.10362749390273027,1.2831758097392705,-0.8173701918601274,-0.5764008188797081,-0.07342093802906131,-0.6996822883585068,-1.254932282740638,-0.4098558610988652,-0.39975060490724573,2.3769943437625383,-0.40866261975099527,-0.40267367200868187,-0.41444471724657367,3
-0.5474049532752988,-1.052638282044088,0.6679932565635522,-1.0371816565425094,-0.5798820996942271,-1.161242904425602,0.3820894339662858,-0.6996822883585068,-1.254932282740638,2.4398821510540274,-0.39975060490724573,-0.4206993603598999,-0.40866261975099527,-0.40267367200868187,-0.41444471724657367,3
1.8403687689142427,-0.04478856891013067,0.5843040370054838,0.25190582472514617,1.1473040251486848,-0.5764008188797081,-0.016359471242278975,-0.6996822883585068,0.7968557457268586,-0.4098558610988652,-0.39975060490724573,-0.4206993603598999,2.447006287507569,-0.40267367200868187,-0.41444471724657367,1
